,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,last_scraped,calendar_last_scraped,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,extra_people,guests_included
174,Apartment,Entire home/apt,Real Bed,4,1124,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,2.0,2.0,130,1.0,84,25,2
175,Apartment,Entire home/apt,Real Bed,4,30,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,0.0,1.0,26,1.0,100,20,1
176,Apartment,Entire home/apt,Real Bed,3,365,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,7,3.0,7.0,129,2.0,130,35,4
177,Apartment,Entire home/apt,Real Bed,32,32,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,5,4.0,5.0,1,2.0,130,0,1
178,Apartment,Entire home/apt,Real Bed,4,30,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,5,2.0,5.0,2,1.5,306,100,5
179,Condominium,Entire home/apt,Real Bed,4,1125,super_strict_30,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,0,1.0,239,0,1
180,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,2.0,227,0,1
181,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,1,1.0,1.0,0,1.0,35,0,1
182,Apartment,Entire home/apt,Real Bed,2,3,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,1.0,28,1.5,90,0,2
183,Condominium,Entire home/apt,Real Bed,5,45,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,2,1.0,35,0,1
184,Condominium,Entire home/apt,Real Bed,7,1123,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,6,2.0,3.0,7,2.0,400,20,4
185,Apartment,Entire home/apt,Real Bed,60,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,1,0.0,1.0,1,1.0,298,0,1
186,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,2,0.0,1.0,0,1.0,200,0,1
187,Cabin,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,1,1.0,65,0,1
188,Cabin,Entire home/apt,Real Bed,2,7,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,230,1.0,109,0,1
189,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,1,1.0,80,10,2
190,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,4,2.0,2.0,0,2.0,1000,0,1
191,Apartment,Private room,Real Bed,4,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,3,1.0,1.0,2,1.0,40,0,1
192,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,6,3.0,4.0,11,3.0,518,50,4
193,Apartment,Entire home/apt,Real Bed,3,90,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,6,3.0,8.0,4,2.5,351,80,3
194,Condominium,Entire home/apt,Real Bed,30,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,3,1.0,1.0,24,1.0,1000,0,2
195,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,2.0,5,2.0,190,0,1
196,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,3,2.0,2.0,11,1.0,761,200,3
197,Apartment,Entire home/apt,Real Bed,31,330,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,6,1.0,60,0,2
198,Apartment,Private room,Real Bed,1,365,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,27,1.0,188,0,1
199,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,0,1.0,353,0,1
200,House,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,12,2.0,125,60,1
201,Apartment,Private room,Real Bed,3,15,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,2,1.0,90,0,1
202,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,7,2.0,4.0,112,2.0,350,0,5
203,Apartment,Entire home/apt,Real Bed,2,365,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,3,1.0,2.0,41,1.0,161,50,2
204,Loft,Entire home/apt,Real Bed,2,1120,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,1.0,380,1.0,40,10,2
205,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,108,1.0,25,20,1
206,Apartment,Entire home/apt,Real Bed,2,300,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,211,1.5,80,15,2
207,Condominium,Entire home/apt,Real Bed,1,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,8,2.0,2.0,0,2.0,933,0,1
208,Apartment,Private room,Real Bed,2,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,24,1.0,148,0,1
209,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,2,1.0,60,10,1
210,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,0,1.0,246,199,1
211,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,4.0,94,1.0,225,0,1
212,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,506,0,1
213,House,Private room,Real Bed,30,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,2,2.5,75,0,1
214,Apartment,Private room,Real Bed,3,15,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,2.0,2,1.0,70,0,1
215,Apartment,Entire home/apt,Real Bed,2,365,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,1.0,1.0,37,1.0,125,20,2
216,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,5,2.0,2.0,17,2.0,200,0,1
217,Townhouse,Entire home/apt,Real Bed,1,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,4,0.0,2.0,0,1.0,633,0,1
218,Apartment,Private room,Real Bed,2,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,4,2.0,2.0,57,1.0,65,25,1
219,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,6,4.0,6.0,43,2.0,85,0,6
220,Apartment,Entire home/apt,Real Bed,2,365,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,3,0.0,1.0,87,1.0,135,75,3
221,House,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,8,3.0,5.0,0,2.0,895,35,6
222,Apartment,Entire home/apt,Real Bed,2,365,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,4,2.0,2.0,2,1.0,548,100,1
223,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,5,1.0,64,0,2
224,Apartment,Private room,Real Bed,1,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,3,2.0,2.0,54,1.0,35,22,1
225,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,0.0,1.0,163,1.0,34,0,2
226,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,0,1.0,25,0,1
227,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,6,4.0,4.0,20,1.0,90,0,6
228,Apartment,Private room,Real Bed,1,1125,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,4,1.0,234,0,2
229,Apartment,Entire home/apt,Airbed,1,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,4,2.0,3.0,19,1.0,125,0,1
230,Apartment,Private room,Real Bed,1,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,23,1.0,31,0,1
231,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,1,1.0,793,0,1
232,Apartment,Entire home/apt,Real Bed,2,365,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,3,2.0,2.0,35,1.0,461,100,2
233,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,95,36,1
234,Apartment,Private room,Real Bed,1,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,58,1.0,105,0,1
235,Loft,Entire home/apt,Real Bed,3,15,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,2,0.0,1.0,0,1.0,179,0,1
236,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,7,2.0,5.0,229,1.5,60,10,5
237,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,0,2.5,60,0,1
238,House,Private room,Real Bed,1,1125,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,203,1.5,100,0,1
239,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,42,1.0,55,0,1
241,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,2.0,3.0,22,1.0,348,0,1
242,Condominium,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,3,1.0,1.0,16,1.0,125,22,3
243,Bed and breakfast,Private room,Real Bed,4,365,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,2.0,38,1.0,283,100,1
244,Apartment,Private room,Real Bed,7,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,0,1.0,100,0,1
245,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,8,4.0,7.0,104,2.0,499,100,5
246,Apartment,Entire home/apt,Real Bed,3,89,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,5,1.0,1.0,22,1.0,250,60,3
247,Apartment,Private room,Real Bed,30,730,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,122,1.5,30,0,1
248,Guesthouse,Entire home/apt,Real Bed,1,30,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,6,1.0,3.0,385,1.0,100,20,6
249,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,0,1.0,550,0,1
250,Apartment,Entire home/apt,Real Bed,3,360,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,2.0,33,1.0,112,0,1
251,Apartment,Entire home/apt,Real Bed,31,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,3.0,4.0,7,1.0,55,0,1
252,Apartment,Entire home/apt,Real Bed,30,365,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,1.0,1.0,7,1.0,133,0,1
253,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,1,1.0,1.0,1,1.0,65,0,1
254,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,36,1.0,267,100,2
255,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,180,1.0,79,0,1
256,Guest suite,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,2.0,25,1.0,150,15,2
257,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,1,1.0,903,0,1
258,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,211,1.0,424,0,1
259,Bed and breakfast,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,2.0,0,1.0,359,0,1
260,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,5,2.0,2.0,3,1.0,903,100,3
261,Apartment,Private room,Real Bed,7,30,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,45,1.0,48,15,1
262,House,Private room,Real Bed,2,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,1,1.0,55,0,1
263,Other,Entire home/apt,Real Bed,5,1125,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,4,0.0,3.0,2,1.0,250,0,1
264,House,Private room,Real Bed,2,10,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,76,2.0,52,0,2
265,Apartment,Private room,Real Bed,1,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,4,1.0,40,0,1
266,Apartment,Entire home/apt,Real Bed,30,365,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,95,1.0,150,25,1
267,House,Private room,Real Bed,1,1125,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,0,1.0,142,50,1
268,Apartment,Entire home/apt,Real Bed,2,50,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,207,1.0,85,0,2
269,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,3,1.0,1.0,75,1.0,38,40,1
270,Apartment,Entire home/apt,Real Bed,179,179,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,0,1.0,60,0,1
271,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,0,2.0,124,0,1
272,Apartment,Private room,Real Bed,1,365,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,2.0,0,1.0,42,20,1
273,Apartment,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,8,3.0,4.0,36,2.0,1492,79,1
274,Condominium,Entire home/apt,Real Bed,3,180,super_strict_30,2019-03-06 05:00:00,2019-03-06 05:00:00,3,0.0,1.0,19,1.0,139,0,1
275,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,0,1.0,53,0,1
276,Townhouse,Private room,Real Bed,2,7,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,3,1.5,171,0,4
277,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,8,5.0,5.0,1,4.5,1000,150,1
278,Apartment,Entire home/apt,Real Bed,5,30,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,6,4.0,4.0,0,4.0,3499,0,1
279,Apartment,Entire home/apt,Real Bed,15,30,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,6,2.0,3.0,0,2.0,298,0,1
280,Condominium,Private room,Real Bed,1,1125,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,5,1.0,1.0,107,1.0,108,34,1
281,Apartment,Shared room,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,0,1.0,502,0,1
282,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,217,1.0,250,50,4
283,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,3.0,3.0,10,1.0,120,0,1
284,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,269,0,1
285,Condominium,Entire home/apt,Real Bed,4,30,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,8,3.0,5.0,65,2.0,345,0,1
286,Apartment,Private room,Real Bed,32,40,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,12,1.0,38,8,1
287,Apartment,Entire home/apt,Real Bed,6,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,2.0,1,1.0,150,0,1
288,Apartment,Entire home/apt,Real Bed,2,30,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,0.0,1.0,2,1.0,151,0,1
289,Serviced apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,4,1.0,1.0,2,1.0,548,0,1
290,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,25,1.0,75,10,4
291,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,6,2.0,3.0,31,2.0,131,50,4
292,House,Private room,Real Bed,2,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,1,1.5,85,0,1
293,Apartment,Entire home/apt,Real Bed,2,30,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,4,1.0,4.0,5,1.0,209,0,2
294,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,2.0,3.0,23,2.0,155,35,2
295,Farm stay,Private room,Real Bed,2,1125,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,9,1.0,135,25,2
296,House,Private room,Real Bed,2,1125,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,2.0,5,1.5,317,0,1
297,House,Entire home/apt,Real Bed,1,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,8,4.0,4.0,0,2.0,650,0,1
298,Apartment,Entire home/apt,Real Bed,1,365,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,269,1.0,502,0,1
299,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,4.0,5,1.0,75,15,2
300,House,Entire home/apt,Real Bed,5,25,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,5,2.0,3.0,1,2.5,399,0,1
301,Apartment,Entire home/apt,Real Bed,15,25,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,8,4.0,4.0,0,7.0,2499,0,1
302,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,6,3.0,4.0,5,3.5,399,100,1
303,Condominium,Entire home/apt,Real Bed,5,1125,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,6,2.0,3.0,18,2.0,240,0,1
304,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,5,2.0,3.0,213,1.0,58,30,2
305,Apartment,Entire home/apt,Real Bed,1,3,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,0,1.0,165,0,1
306,Apartment,Private room,Real Bed,2,90,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,2.0,71,1.0,306,0,1
307,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,176,1.0,90,0,1
308,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,93,1.0,90,10,2
309,Condominium,Entire home/apt,Real Bed,2,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,3,0.0,1.0,16,1.0,68,10,2
310,Apartment,Private room,Real Bed,2,15,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,4,1.0,30,0,1
311,House,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,6,2.0,2.0,29,1.0,65,0,1
312,Apartment,Entire home/apt,Real Bed,3,1100,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,5,3.0,4.0,95,2.0,87,20,3
313,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,6,2.0,4.0,13,1.0,115,0,1
314,House,Entire home/apt,Real Bed,3,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,2.0,2.0,22,2.5,125,25,2
315,Apartment,Private room,Couch,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,1,1.0,158,105,1
316,Chalet,Entire home/apt,Real Bed,5,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,0,1.0,242,0,1
317,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,3,2.0,50,0,1
318,Condominium,Entire home/apt,Real Bed,1,365,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,5,1.0,3.0,28,1.0,246,0,1
319,Apartment,Private room,Real Bed,8,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,0,1.0,314,79,1
320,Apartment,Entire home/apt,Real Bed,4,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,3,1.0,691,0,1
321,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,1,1.0,1.0,5,1.0,65,0,1
322,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,47,0,1
323,Serviced apartment,Entire home/apt,Real Bed,2,29,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,8,4.0,7.0,4,2.0,599,0,8
324,Apartment,Entire home/apt,Real Bed,2,2,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,3,2.0,2.0,1,1.0,79,0,1
325,Loft,Entire home/apt,Real Bed,5,120,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,0.0,0.0,39,1.0,99,20,2
326,Cabin,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,291,1.0,80,0,2
327,Apartment,Private room,Real Bed,2,20,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,17,1.0,95,0,1
328,Apartment,Entire home/apt,Real Bed,5,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,57,1.0,45,0,1
329,Apartment,Entire home/apt,Real Bed,4,1124,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,6,3.0,5.0,165,1.5,199,65,4
330,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,12,3.0,7.0,18,2.0,564,0,1
331,Apartment,Entire home/apt,Real Bed,3,60,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,6,3.0,5.0,126,2.0,255,35,4
332,Condominium,Entire home/apt,Real Bed,15,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,8,4.0,7.0,0,3.5,3301,0,1
333,Apartment,Private room,Real Bed,1,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,4,1.0,40,0,1
334,Apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,7,3.0,3.0,27,2.0,225,20,7
335,Loft,Entire home/apt,Real Bed,3,1124,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,7,1.0,70,10,2
336,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,6,3.0,3.0,0,2.0,1600,0,1
337,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,7,2.0,3.0,14,1.0,351,0,1
338,Loft,Private room,Real Bed,2,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,1,1.0,239,90,2
339,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,32,1.0,139,50,2
340,Apartment,Entire home/apt,Real Bed,15,30,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,8,3.0,2.0,0,3.0,1201,0,1
341,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,132,131,1
342,Condominium,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,3,0.0,3.0,72,1.0,135,0,1
343,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,27,1.0,80,15,2
344,Boutique hotel,Private room,Real Bed,1,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,385,0,1
345,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,4,1.0,4.0,2,1.0,746,560,4
346,Apartment,Private room,Real Bed,1,5,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,2.0,21,1.0,65,0,2
347,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,2.0,79,1.0,49,10,1
348,Apartment,Entire home/apt,Real Bed,2,120,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,3,1.0,2.0,15,1.0,280,134,2
